init_top20,bo_top20
-11.300000190734863,-10.899999618530272
-11.0,-10.800000190734863
-10.800000190734863,-10.800000190734863
-10.600000381469728,-10.699999809265137
-10.5,-10.600000381469728
-9.800000190734863,-10.5
-9.699999809265137,-10.399999618530272
-9.600000381469728,-10.199999809265137
-9.5,-10.100000381469728
-9.199999809265137,-10.100000381469728
-9.100000381469728,-10.0
-9.0,-9.899999618530272
-8.899999618530273,-9.699999809265137
-8.899999618530273,-9.5
-8.800000190734863,-9.399999618530272
-8.800000190734863,-9.300000190734863
-8.800000190734863,-9.300000190734863
-8.699999809265137,-9.199999809265137
-8.699999809265137,-9.199999809265137
-8.699999809265137,-9.0
