init_top50,bo_top50
-13.100000381469728,-11.600000381469728
-11.5,-11.399999618530272
-11.0,-11.300000190734863
-10.800000190734863,-11.100000381469728
-10.600000381469728,-10.899999618530272
-10.300000190734863,-10.899999618530272
-10.300000190734863,-10.800000190734863
-10.300000190734863,-10.800000190734863
-10.199999809265137,-10.800000190734863
-10.100000381469728,-10.699999809265137
-10.100000381469728,-10.699999809265137
-10.0,-10.600000381469728
-10.0,-10.399999618530272
-10.0,-10.199999809265137
-10.0,-10.199999809265137
-10.0,-10.199999809265137
-10.0,-10.100000381469728
-9.899999618530272,-10.100000381469728
-9.899999618530272,-10.100000381469728
-9.899999618530272,-10.100000381469728
-9.899999618530272,-10.0
-9.800000190734863,-9.899999618530272
-9.800000190734863,-9.899999618530272
-9.800000190734863,-9.600000381469728
-9.699999809265137,-9.600000381469728
-9.699999809265137,-9.600000381469728
-9.699999809265137,-9.5
-9.699999809265137,-9.5
-9.600000381469728,-9.5
-9.600000381469728,-9.5
-9.600000381469728,-9.5
-9.600000381469728,-9.399999618530272
-9.5,-9.300000190734863
-9.5,-9.300000190734863
-9.399999618530272,-9.300000190734863
-9.399999618530272,-9.199999809265137
-9.399999618530272,-9.199999809265137
-9.300000190734863,-9.199999809265137
-9.199999809265137,-9.100000381469728
-9.199999809265137,-9.0
-9.199999809265137,-9.0
-9.199999809265137,-9.0
-9.100000381469728,-9.0
-9.100000381469728,-8.800000190734863
-9.0,-8.800000190734863
-9.0,-8.800000190734863
-9.0,-8.800000190734863
-8.899999618530273,-8.800000190734863
-8.899999618530273,-8.699999809265137
-8.899999618530273,-8.699999809265137
