init_top30,bo_top30
-9.800000190734863,-9.699999809265137
-9.800000190734863,-9.699999809265137
-9.300000190734863,-9.399999618530272
-9.199999809265137,-9.399999618530272
-8.600000381469727,-9.399999618530272
-8.300000190734863,-9.199999809265137
-8.199999809265137,-9.199999809265137
-8.100000381469727,-9.100000381469728
-8.100000381469727,-9.100000381469728
-8.0,-8.899999618530273
-8.0,-8.800000190734863
-7.800000190734863,-8.800000190734863
-7.800000190734863,-8.699999809265137
-7.699999809265137,-8.699999809265137
-7.400000095367432,-8.600000381469727
-7.400000095367432,-8.5
-7.300000190734863,-8.399999618530273
-7.099999904632568,-8.399999618530273
-7.099999904632568,-8.399999618530273
-7.0,-8.300000190734863
-6.800000190734863,-8.300000190734863
-6.699999809265137,-8.300000190734863
-6.199999809265137,-8.199999809265137
-5.300000190734863,-8.199999809265137
-4.599999904632568,-8.199999809265137
-3.900000095367432,-8.100000381469727
-3.700000047683716,-8.0
-3.5999999046325684,-8.0
-3.400000095367432,-7.900000095367432
-3.0999999046325684,-7.900000095367432
