init_top30,bo_top30
-11.0,-12.100000381469728
-10.600000381469728,-11.800000190734863
-10.0,-11.600000381469728
-9.899999618530272,-11.5
-9.899999618530272,-11.399999618530272
-9.699999809265137,-11.300000190734863
-9.699999809265137,-11.100000381469728
-9.699999809265137,-11.100000381469728
-9.699999809265137,-11.0
-9.5,-11.0
-9.5,-10.899999618530272
-9.5,-10.699999809265137
-9.399999618530272,-10.699999809265137
-9.399999618530272,-10.699999809265137
-9.300000190734863,-10.600000381469728
-9.199999809265137,-10.600000381469728
-9.199999809265137,-10.600000381469728
-9.100000381469728,-10.5
-9.100000381469728,-10.399999618530272
-9.100000381469728,-10.399999618530272
-9.0,-10.399999618530272
-9.0,-10.399999618530272
-9.0,-10.300000190734863
-9.0,-10.199999809265137
-8.899999618530273,-10.199999809265137
-8.899999618530273,-10.199999809265137
-8.899999618530273,-10.100000381469728
-8.899999618530273,-10.100000381469728
-8.899999618530273,-10.0
-8.800000190734863,-9.899999618530272
