init_top20,bo_top20
-5.699999809265137,-5.5
-5.199999809265137,-5.400000095367432
-4.900000095367432,-5.199999809265137
-4.699999809265137,-5.099999904632568
-4.699999809265137,-5.099999904632568
-4.599999904632568,-5.0
-4.5,-5.0
-4.300000190734863,-5.0
-4.199999809265137,-4.900000095367432
-4.199999809265137,-4.900000095367432
-4.0,-4.900000095367432
-4.0,-4.800000190734863
-3.799999952316284,-4.800000190734863
-3.799999952316284,-4.800000190734863
-3.700000047683716,-4.800000190734863
-3.200000047683716,-4.800000190734863
-2.299999952316284,-4.800000190734863
-2.200000047683716,-4.699999809265137
-1.7000000476837158,-4.699999809265137
-1.7000000476837158,-4.699999809265137
