init_top20,bo_top20
-9.600000381469728,-10.399999618530272
-9.5,-10.100000381469728
-9.100000381469728,-9.899999618530272
-9.100000381469728,-9.699999809265137
-9.0,-9.699999809265137
-8.899999618530273,-9.699999809265137
-8.899999618530273,-9.5
-8.800000190734863,-9.399999618530272
-8.800000190734863,-9.399999618530272
-8.800000190734863,-9.399999618530272
-8.600000381469727,-9.399999618530272
-8.600000381469727,-9.300000190734863
-8.600000381469727,-9.300000190734863
-8.5,-9.300000190734863
-8.5,-9.199999809265137
-8.399999618530273,-9.199999809265137
-8.399999618530273,-9.199999809265137
-8.199999809265137,-9.100000381469728
-8.199999809265137,-9.100000381469728
-8.100000381469727,-9.100000381469728
